"id","obj_vesion","date_created","message_type","template","notification_type","language"
"831","0","2011-04-25T00:00:00.0","TEXT","This week see how baby moves arms&legs.Smoother&more gentle.Give baby space to strech&move arms&legs.Put baby down on clean mat&let move her freely.This helps make muscles stronger.Help her learn by holding a toy&see if she will reach&pick it.When baby is on the belly she should start to push off with the legs.All babies grow at their own pace but baby should be moving legs&arms very well or maybe she is not well.If U are not sure take baby to clinic to see.","297","1"
"832","0","2011-04-25T00:00:00.0","TEXT","This week see how baby moves arms&legs.Smoother&more gentle.Give baby space to strech&move arms&legs.Put baby down on clean mat&let move her freely.This helps make muscles stronger.Help her learn by holding a toy&see if she will reach&pick it.When baby is on the belly she should start to push off with the legs.All babies grow at their own pace but baby should be moving legs&arms very well or maybe she is not well.If U are not sure take baby to clinic to see.","297","2"
"833","0","2011-04-25T00:00:00.0","TEXT","This week see how baby moves arms&legs.Smoother&more gentle.Give baby space to strech&move arms&legs.Put baby down on clean mat&let move her freely.This helps make muscles stronger.Help her learn by holding a toy&see if she will reach&pick it.When baby is on the belly she should start to push off with the legs.All babies grow at their own pace but baby should be moving legs&arms very well or maybe she is not well.If U are not sure take baby to clinic to see.","297","3"
"834","0","2011-04-25T00:00:00.0","TEXT","This week see how baby moves arms&legs.Smoother&more gentle.Give baby space to strech&move arms&legs.Put baby down on clean mat&let move her freely.This helps make muscles stronger.Help her learn by holding a toy&see if she will reach&pick it.When baby is on the belly she should start to push off with the legs.All babies grow at their own pace but baby should be moving legs&arms very well or maybe she is not well.If U are not sure take baby to clinic to see.","298","1"
"835","0","2011-04-25T00:00:00.0","TEXT","This week see how baby moves arms&legs.Smoother&more gentle.Give baby space to strech&move arms&legs.Put baby down on clean mat&let move her freely.This helps make muscles stronger.Help her learn by holding a toy&see if she will reach&pick it.When baby is on the belly she should start to push off with the legs.All babies grow at their own pace but baby should be moving legs&arms very well or maybe she is not well.If U are not sure take baby to clinic to see.","298","2"
"836","0","2011-04-25T00:00:00.0","TEXT","This week see how baby moves arms&legs.Smoother&more gentle.Give baby space to strech&move arms&legs.Put baby down on clean mat&let move her freely.This helps make muscles stronger.Help her learn by holding a toy&see if she will reach&pick it.When baby is on the belly she should start to push off with the legs.All babies grow at their own pace but baby should be moving legs&arms very well or maybe she is not well.If U are not sure take baby to clinic to see.","298","3"
"837","0","2011-04-25T00:00:00.0","TEXT","This week your baby needs another immunization injection to protect them from the childhood killer diseases. Immunizations are free under NHIS.After injection baby may cry a lot or show a small rash.Make sure to breastfeed frequently so he will feel fine soon.But if baby is very warm (fever),vomiting with force,not breathing well or coughing with force it is a sign that baby is sick&needs to see the doctor straight away.Take him before it is too late.","299","1"
"838","0","2011-04-25T00:00:00.0","TEXT","This week your baby needs another immunization injection to protect them from the childhood killer diseases. Immunizations are free under NHIS.After injection baby may cry a lot or show a small rash.Make sure to breastfeed frequently so he will feel fine soon.But if baby is very warm (fever),vomiting with force,not breathing well or coughing with force it is a sign that baby is sick&needs to see the doctor straight away.Take him before it is too late.","299","2"
"839","0","2011-04-25T00:00:00.0","TEXT","This week your baby needs another immunization injection to protect them from the childhood killer diseases. Immunizations are free under NHIS.After injection baby may cry a lot or show a small rash.Make sure to breastfeed frequently so he will feel fine soon.But if baby is very warm (fever),vomiting with force,not breathing well or coughing with force it is a sign that baby is sick&needs to see the doctor straight away.Take him before it is too late.","299","3"
"840","0","2011-04-25T00:00:00.0","TEXT","This week your baby needs another immunization injection to protect them from the childhood killer diseases. Immunizations are free under NHIS.After injection baby may cry a lot or show a small rash.Make sure to breastfeed frequently so he will feel fine soon.But if baby is very warm (fever),vomiting with force,not breathing well or coughing with force it is a sign that baby is sick&needs to see the doctor straight away.Take him before it is too late.","300","1"
"841","0","2011-04-25T00:00:00.0","TEXT","This week your baby needs another immunization injection to protect them from the childhood killer diseases. Immunizations are free under NHIS.After injection baby may cry a lot or show a small rash.Make sure to breastfeed frequently so he will feel fine soon.But if baby is very warm (fever),vomiting with force,not breathing well or coughing with force it is a sign that baby is sick&needs to see the doctor straight away.Take him before it is too late.","300","2"
"842","0","2011-04-25T00:00:00.0","TEXT","This week your baby needs another immunization injection to protect them from the childhood killer diseases. Immunizations are free under NHIS.After injection baby may cry a lot or show a small rash.Make sure to breastfeed frequently so he will feel fine soon.But if baby is very warm (fever),vomiting with force,not breathing well or coughing with force it is a sign that baby is sick&needs to see the doctor straight away.Take him before it is too late.","300","3"
"843","0","2011-04-25T00:00:00.0","TEXT","This week your baby needs another immunization injection to protect them from the childhood killer diseases. Immunizations are free under NHIS.After injection baby may cry a lot or show a small rash.Make sure to breastfeed frequently so he will feel fine soon.But if baby is very warm (fever),vomiting with force,not breathing well or coughing with force it is a sign that baby is sick&needs to see the doctor straight away.Take him before it is too late.","301","1"
"844","0","2011-04-25T00:00:00.0","TEXT","This week your baby needs another immunization injection to protect them from the childhood killer diseases. Immunizations are free under NHIS.After injection baby may cry a lot or show a small rash.Make sure to breastfeed frequently so he will feel fine soon.But if baby is very warm (fever),vomiting with force,not breathing well or coughing with force it is a sign that baby is sick&needs to see the doctor straight away.Take him before it is too late.","301","2"
"845","0","2011-04-25T00:00:00.0","TEXT","This week your baby needs another immunization injection to protect them from the childhood killer diseases. Immunizations are free under NHIS.After injection baby may cry a lot or show a small rash.Make sure to breastfeed frequently so he will feel fine soon.But if baby is very warm (fever),vomiting with force,not breathing well or coughing with force it is a sign that baby is sick&needs to see the doctor straight away.Take him before it is too late.","301","3"
"846","0","2011-04-25T00:00:00.0","TEXT","Diarrhoea kills babies by draining liquid from the body causing dehydration.Send baby to clinic if she passes 3 or more watery stools in a day.Don't give baby anything but breastmilk unless told to by the doctor.Minerals,water or traditional medicines can make the sickness worse.Breastfeed often to replace lost fluids.Keep baby safe from diarrhoea sickness by putting all faeces from baby in a latrine,toilet or buried.Always wash hands before touching baby.","302","1"
"847","0","2011-04-25T00:00:00.0","TEXT","Diarrhoea kills babies by draining liquid from the body causing dehydration.Send baby to clinic if she passes 3 or more watery stools in a day.Don't give baby anything but breastmilk unless told to by the doctor.Minerals,water or traditional medicines can make the sickness worse.Breastfeed often to replace lost fluids.Keep baby safe from diarrhoea sickness by putting all faeces from baby in a latrine,toilet or buried.Always wash hands before touching baby.","302","2"
"848","0","2011-04-25T00:00:00.0","TEXT","Diarrhoea kills babies by draining liquid from the body causing dehydration.Send baby to clinic if she passes 3 or more watery stools in a day.Don't give baby anything but breastmilk unless told to by the doctor.Minerals,water or traditional medicines can make the sickness worse.Breastfeed often to replace lost fluids.Keep baby safe from diarrhoea sickness by putting all faeces from baby in a latrine,toilet or buried.Always wash hands before touching baby.","302","3"
"849","0","2011-04-25T00:00:00.0","TEXT","Diarrhoea kills babies by draining liquid from the body causing dehydration.Send baby to clinic if she passes 3 or more watery stools in a day.Don't give baby anything but breastmilk unless told to by the doctor.Minerals,water or traditional medicines can make the sickness worse.Breastfeed often to replace lost fluids.Keep baby safe from diarrhoea sickness by putting all faeces from baby in a latrine,toilet or buried.Always wash hands before touching baby.","303","1"
"850","0","2011-04-25T00:00:00.0","TEXT","Diarrhoea kills babies by draining liquid from the body causing dehydration.Send baby to clinic if she passes 3 or more watery stools in a day.Don't give baby anything but breastmilk unless told to by the doctor.Minerals,water or traditional medicines can make the sickness worse.Breastfeed often to replace lost fluids.Keep baby safe from diarrhoea sickness by putting all faeces from baby in a latrine,toilet or buried.Always wash hands before touching baby.","303","2"
"851","0","2011-04-25T00:00:00.0","TEXT","Diarrhoea kills babies by draining liquid from the body causing dehydration.Send baby to clinic if she passes 3 or more watery stools in a day.Don't give baby anything but breastmilk unless told to by the doctor.Minerals,water or traditional medicines can make the sickness worse.Breastfeed often to replace lost fluids.Keep baby safe from diarrhoea sickness by putting all faeces from baby in a latrine,toilet or buried.Always wash hands before touching baby.","303","3"
"852","0","2011-04-25T00:00:00.0","TEXT","Diarrhoea kills babies by draining liquid from the body causing dehydration.Send baby to clinic if she passes 3 or more watery stools in a day.Don't give baby anything but breastmilk unless told to by the doctor.Minerals,water or traditional medicines can make the sickness worse.Breastfeed often to replace lost fluids.Keep baby safe from diarrhoea sickness by putting all faeces from baby in a latrine,toilet or buried.Always wash hands before touching baby.","304","1"
"853","0","2011-04-25T00:00:00.0","TEXT","Diarrhoea kills babies by draining liquid from the body causing dehydration.Send baby to clinic if she passes 3 or more watery stools in a day.Don't give baby anything but breastmilk unless told to by the doctor.Minerals,water or traditional medicines can make the sickness worse.Breastfeed often to replace lost fluids.Keep baby safe from diarrhoea sickness by putting all faeces from baby in a latrine,toilet or buried.Always wash hands before touching baby.","304","2"
"854","0","2011-04-25T00:00:00.0","TEXT","Diarrhoea kills babies by draining liquid from the body causing dehydration.Send baby to clinic if she passes 3 or more watery stools in a day.Don't give baby anything but breastmilk unless told to by the doctor.Minerals,water or traditional medicines can make the sickness worse.Breastfeed often to replace lost fluids.Keep baby safe from diarrhoea sickness by putting all faeces from baby in a latrine,toilet or buried.Always wash hands before touching baby.","304","3"
"855","0","2011-04-25T00:00:00.0","TEXT","When babies get cough,cold or catarrh it can be serious.If not treated it can turn to pneumonia which can be deadly for baby.If baby has fever,cough,stuffed nose take him to the clinic.Baby should not take more than 50 breaths in 1 minute.If baby breathes faster take him to clinic.If the lower part of baby's chest sucks in as he breathes it is serious&baby needs to see the doctor.Prevent pneumonia&coughs by keeping baby away from tobacco&cooking fire smoke.","305","1"
"856","0","2011-04-25T00:00:00.0","TEXT","When babies get cough,cold or catarrh it can be serious.If not treated it can turn to pneumonia which can be deadly for baby.If baby has fever,cough,stuffed nose take him to the clinic.Baby should not take more than 50 breaths in 1 minute.If baby breathes faster take him to clinic.If the lower part of baby's chest sucks in as he breathes it is serious&baby needs to see the doctor.Prevent pneumonia&coughs by keeping baby away from tobacco&cooking fire smoke.","305","2"
"857","0","2011-04-25T00:00:00.0","TEXT","When babies get cough,cold or catarrh it can be serious.If not treated it can turn to pneumonia which can be deadly for baby.If baby has fever,cough,stuffed nose take him to the clinic.Baby should not take more than 50 breaths in 1 minute.If baby breathes faster take him to clinic.If the lower part of baby's chest sucks in as he breathes it is serious&baby needs to see the doctor.Prevent pneumonia&coughs by keeping baby away from tobacco&cooking fire smoke.","305","3"
"858","0","2011-04-25T00:00:00.0","TEXT","When babies get cough,cold or catarrh it can be serious.If not treated it can turn to pneumonia which can be deadly for baby.If baby has fever,cough,stuffed nose take him to the clinic.Baby should not take more than 50 breaths in 1 minute.If baby breathes faster take him to clinic.If the lower part of baby's chest sucks in as he breathes it is serious&baby needs to see the doctor.Prevent pneumonia&coughs by keeping baby away from tobacco&cooking fire smoke.","306","1"
"859","0","2011-04-25T00:00:00.0","TEXT","When babies get cough,cold or catarrh it can be serious.If not treated it can turn to pneumonia which can be deadly for baby.If baby has fever,cough,stuffed nose take him to the clinic.Baby should not take more than 50 breaths in 1 minute.If baby breathes faster take him to clinic.If the lower part of baby's chest sucks in as he breathes it is serious&baby needs to see the doctor.Prevent pneumonia&coughs by keeping baby away from tobacco&cooking fire smoke.","306","2"
"860","0","2011-04-25T00:00:00.0","TEXT","When babies get cough,cold or catarrh it can be serious.If not treated it can turn to pneumonia which can be deadly for baby.If baby has fever,cough,stuffed nose take him to the clinic.Baby should not take more than 50 breaths in 1 minute.If baby breathes faster take him to clinic.If the lower part of baby's chest sucks in as he breathes it is serious&baby needs to see the doctor.Prevent pneumonia&coughs by keeping baby away from tobacco&cooking fire smoke.","306","3"
"861","0","2011-04-25T00:00:00.0","TEXT","When babies get cough,cold or catarrh it can be serious.If not treated it can turn to pneumonia which can be deadly for baby.If baby has fever,cough,stuffed nose take him to the clinic.Baby should not take more than 50 breaths in 1 minute.If baby breathes faster take him to clinic.If the lower part of baby's chest sucks in as he breathes it is serious&baby needs to see the doctor.Prevent pneumonia&coughs by keeping baby away from tobacco&cooking fire smoke.","307","1"
"862","0","2011-04-25T00:00:00.0","TEXT","When babies get cough,cold or catarrh it can be serious.If not treated it can turn to pneumonia which can be deadly for baby.If baby has fever,cough,stuffed nose take him to the clinic.Baby should not take more than 50 breaths in 1 minute.If baby breathes faster take him to clinic.If the lower part of baby's chest sucks in as he breathes it is serious&baby needs to see the doctor.Prevent pneumonia&coughs by keeping baby away from tobacco&cooking fire smoke.","307","2"
"863","0","2011-04-25T00:00:00.0","TEXT","When babies get cough,cold or catarrh it can be serious.If not treated it can turn to pneumonia which can be deadly for baby.If baby has fever,cough,stuffed nose take him to the clinic.Baby should not take more than 50 breaths in 1 minute.If baby breathes faster take him to clinic.If the lower part of baby's chest sucks in as he breathes it is serious&baby needs to see the doctor.Prevent pneumonia&coughs by keeping baby away from tobacco&cooking fire smoke.","307","3"
"864","0","2011-04-25T00:00:00.0","TEXT","Best way U can keep baby safe from diarrhoea&other sickness is keep house area clean.When changing nappies,put faeces in latrine,toilet or bury.If U have washed faeces off nappies in a bucket,throw water far away from house,cooking areas&where children play.Babies put hands&anything they pick in their mouth.Wash baby's hands often&watch that baby doesn't pick rubbish from ground&put it in the mouth.Clean house&clean hands protect baby&family from sickness.  ","308","1"
"865","0","2011-04-25T00:00:00.0","TEXT","Best way U can keep baby safe from diarrhoea&other sickness is keep house area clean.When changing nappies,put faeces in latrine,toilet or bury.If U have washed faeces off nappies in a bucket,throw water far away from house,cooking areas&where children play.Babies put hands&anything they pick in their mouth.Wash baby's hands often&watch that baby doesn't pick rubbish from ground&put it in the mouth.Clean house&clean hands protect baby&family from sickness.  ","308","2"
"866","0","2011-04-25T00:00:00.0","TEXT","Best way U can keep baby safe from diarrhoea&other sickness is keep house area clean.When changing nappies,put faeces in latrine,toilet or bury.If U have washed faeces off nappies in a bucket,throw water far away from house,cooking areas&where children play.Babies put hands&anything they pick in their mouth.Wash baby's hands often&watch that baby doesn't pick rubbish from ground&put it in the mouth.Clean house&clean hands protect baby&family from sickness.  ","308","3"
"867","0","2011-04-25T00:00:00.0","TEXT","Best way U can keep baby safe from diarrhoea&other sickness is keep house area clean.When changing nappies,put faeces in latrine,toilet or bury.If U have washed faeces off nappies in a bucket,throw water far away from house,cooking areas&where children play.Babies put hands&anything they pick in their mouth.Wash baby's hands often&watch that baby doesn't pick rubbish from ground&put it in the mouth.Clean house&clean hands protect baby&family from sickness.  ","309","1"
"868","0","2011-04-25T00:00:00.0","TEXT","Best way U can keep baby safe from diarrhoea&other sickness is keep house area clean.When changing nappies,put faeces in latrine,toilet or bury.If U have washed faeces off nappies in a bucket,throw water far away from house,cooking areas&where children play.Babies put hands&anything they pick in their mouth.Wash baby's hands often&watch that baby doesn't pick rubbish from ground&put it in the mouth.Clean house&clean hands protect baby&family from sickness.  ","309","2"
"869","0","2011-04-25T00:00:00.0","TEXT","Best way U can keep baby safe from diarrhoea&other sickness is keep house area clean.When changing nappies,put faeces in latrine,toilet or bury.If U have washed faeces off nappies in a bucket,throw water far away from house,cooking areas&where children play.Babies put hands&anything they pick in their mouth.Wash baby's hands often&watch that baby doesn't pick rubbish from ground&put it in the mouth.Clean house&clean hands protect baby&family from sickness.  ","309","3"
"870","0","2011-04-25T00:00:00.0","TEXT","Best way U can keep baby safe from diarrhoea&other sickness is keep house area clean.When changing nappies,put faeces in latrine,toilet or bury.If U have washed faeces off nappies in a bucket,throw water far away from house,cooking areas&where children play.Babies put hands&anything they pick in their mouth.Wash baby's hands often&watch that baby doesn't pick rubbish from ground&put it in the mouth.Clean house&clean hands protect baby&family from sickness.  ","310","1"
"871","0","2011-04-25T00:00:00.0","TEXT","Best way U can keep baby safe from diarrhoea&other sickness is keep house area clean.When changing nappies,put faeces in latrine,toilet or bury.If U have washed faeces off nappies in a bucket,throw water far away from house,cooking areas&where children play.Babies put hands&anything they pick in their mouth.Wash baby's hands often&watch that baby doesn't pick rubbish from ground&put it in the mouth.Clean house&clean hands protect baby&family from sickness.  ","310","2"
"872","0","2011-04-25T00:00:00.0","TEXT","Best way U can keep baby safe from diarrhoea&other sickness is keep house area clean.When changing nappies,put faeces in latrine,toilet or bury.If U have washed faeces off nappies in a bucket,throw water far away from house,cooking areas&where children play.Babies put hands&anything they pick in their mouth.Wash baby's hands often&watch that baby doesn't pick rubbish from ground&put it in the mouth.Clean house&clean hands protect baby&family from sickness.  ","310","3"
"873","0","2011-04-25T00:00:00.0","TEXT","Malaria is dangerous for babies&if not treated right away can cause death.Do everything possible to protect from mosquito bites.Baby must sleep under insecticide treated mosquito net.In eve&early morn cover baby well includ. feet&legs with light colored clothing.If baby has fever,is limp,weak,or doesn't eat,take them to clinic straight.Traditional medicine is not good for babies.Understand how to give medicines doctor gives&give the full course.","311","1"
"874","0","2011-04-25T00:00:00.0","TEXT","Malaria is dangerous for babies&if not treated right away can cause death.Do everything possible to protect from mosquito bites.Baby must sleep under insecticide treated mosquito net.In eve&early morn cover baby well includ. feet&legs with light colored clothing.If baby has fever,is limp,weak,or doesn't eat,take them to clinic straight.Traditional medicine is not good for babies.Understand how to give medicines doctor gives&give the full course.","311","2"
"875","0","2011-04-25T00:00:00.0","TEXT","Malaria is dangerous for babies&if not treated right away can cause death.Do everything possible to protect from mosquito bites.Baby must sleep under insecticide treated mosquito net.In eve&early morn cover baby well includ. feet&legs with light colored clothing.If baby has fever,is limp,weak,or doesn't eat,take them to clinic straight.Traditional medicine is not good for babies.Understand how to give medicines doctor gives&give the full course.","311","3"
"876","0","2011-04-25T00:00:00.0","TEXT","Malaria is dangerous for babies&if not treated right away can cause death.Do everything possible to protect from mosquito bites.Baby must sleep under insecticide treated mosquito net.In eve&early morn cover baby well includ. feet&legs with light colored clothing.If baby has fever,is limp,weak,or doesn't eat,take them to clinic straight.Traditional medicine is not good for babies.Understand how to give medicines doctor gives&give the full course.","312","1"
"877","0","2011-04-25T00:00:00.0","TEXT","Malaria is dangerous for babies&if not treated right away can cause death.Do everything possible to protect from mosquito bites.Baby must sleep under insecticide treated mosquito net.In eve&early morn cover baby well includ. feet&legs with light colored clothing.If baby has fever,is limp,weak,or doesn't eat,take them to clinic straight.Traditional medicine is not good for babies.Understand how to give medicines doctor gives&give the full course.","312","2"
"878","0","2011-04-25T00:00:00.0","TEXT","Malaria is dangerous for babies&if not treated right away can cause death.Do everything possible to protect from mosquito bites.Baby must sleep under insecticide treated mosquito net.In eve&early morn cover baby well includ. feet&legs with light colored clothing.If baby has fever,is limp,weak,or doesn't eat,take them to clinic straight.Traditional medicine is not good for babies.Understand how to give medicines doctor gives&give the full course.","312","3"
"879","0","2011-04-25T00:00:00.0","TEXT","Malaria is dangerous for babies&if not treated right away can cause death.Do everything possible to protect from mosquito bites.Baby must sleep under insecticide treated mosquito net.In eve&early morn cover baby well includ. feet&legs with light colored clothing.If baby has fever,is limp,weak,or doesn't eat,take them to clinic straight.Traditional medicine is not good for babies.Understand how to give medicines doctor gives&give the full course.","313","1"
"880","0","2011-04-25T00:00:00.0","TEXT","Malaria is dangerous for babies&if not treated right away can cause death.Do everything possible to protect from mosquito bites.Baby must sleep under insecticide treated mosquito net.In eve&early morn cover baby well includ. feet&legs with light colored clothing.If baby has fever,is limp,weak,or doesn't eat,take them to clinic straight.Traditional medicine is not good for babies.Understand how to give medicines doctor gives&give the full course.","313","2"
"881","0","2011-04-25T00:00:00.0","TEXT","Malaria is dangerous for babies&if not treated right away can cause death.Do everything possible to protect from mosquito bites.Baby must sleep under insecticide treated mosquito net.In eve&early morn cover baby well includ. feet&legs with light colored clothing.If baby has fever,is limp,weak,or doesn't eat,take them to clinic straight.Traditional medicine is not good for babies.Understand how to give medicines doctor gives&give the full course.","313","3"
"882","0","2011-04-25T00:00:00.0","TEXT","Smoke causes serious breathing problems for baby.Pneumonia&asthma can be caused by or made worse by smoke.Prevent breathing problems by keeping baby away from smoke.This includes tobacco smoke,cooking fires,burning rubbish&burning for land clearing.Baby's lungs&heart are developing&smoke damages them.If baby has catarrah,baby can stop breathing.If baby's chest or belly is sucking in as he breaths take him to clinic straight away before it is too late. ","314","1"
"883","0","2011-04-25T00:00:00.0","TEXT","Smoke causes serious breathing problems for baby.Pneumonia&asthma can be caused by or made worse by smoke.Prevent breathing problems by keeping baby away from smoke.This includes tobacco smoke,cooking fires,burning rubbish&burning for land clearing.Baby's lungs&heart are developing&smoke damages them.If baby has catarrah,baby can stop breathing.If baby's chest or belly is sucking in as he breaths take him to clinic straight away before it is too late. ","314","2"
"884","0","2011-04-25T00:00:00.0","TEXT","Smoke causes serious breathing problems for baby.Pneumonia&asthma can be caused by or made worse by smoke.Prevent breathing problems by keeping baby away from smoke.This includes tobacco smoke,cooking fires,burning rubbish&burning for land clearing.Baby's lungs&heart are developing&smoke damages them.If baby has catarrah,baby can stop breathing.If baby's chest or belly is sucking in as he breaths take him to clinic straight away before it is too late. ","314","3"
"885","0","2011-04-25T00:00:00.0","TEXT","Smoke causes serious breathing problems for baby.Pneumonia&asthma can be caused by or made worse by smoke.Prevent breathing problems by keeping baby away from smoke.This includes tobacco smoke,cooking fires,burning rubbish&burning for land clearing.Baby's lungs&heart are developing&smoke damages them.If baby has catarrah,baby can stop breathing.If baby's chest or belly is sucking in as he breaths take him to clinic straight away before it is too late. ","315","1"
"886","0","2011-04-25T00:00:00.0","TEXT","Smoke causes serious breathing problems for baby.Pneumonia&asthma can be caused by or made worse by smoke.Prevent breathing problems by keeping baby away from smoke.This includes tobacco smoke,cooking fires,burning rubbish&burning for land clearing.Baby's lungs&heart are developing&smoke damages them.If baby has catarrah,baby can stop breathing.If baby's chest or belly is sucking in as he breaths take him to clinic straight away before it is too late. ","315","2"
"887","0","2011-04-25T00:00:00.0","TEXT","Smoke causes serious breathing problems for baby.Pneumonia&asthma can be caused by or made worse by smoke.Prevent breathing problems by keeping baby away from smoke.This includes tobacco smoke,cooking fires,burning rubbish&burning for land clearing.Baby's lungs&heart are developing&smoke damages them.If baby has catarrah,baby can stop breathing.If baby's chest or belly is sucking in as he breaths take him to clinic straight away before it is too late. ","315","3"
"888","0","2011-04-25T00:00:00.0","TEXT","Smoke causes serious breathing problems for baby.Pneumonia&asthma can be caused by or made worse by smoke.Prevent breathing problems by keeping baby away from smoke.This includes tobacco smoke,cooking fires,burning rubbish&burning for land clearing.Baby's lungs&heart are developing&smoke damages them.If baby has catarrah,baby can stop breathing.If baby's chest or belly is sucking in as he breaths take him to clinic straight away before it is too late. ","316","1"
"889","0","2011-04-25T00:00:00.0","TEXT","Smoke causes serious breathing problems for baby.Pneumonia&asthma can be caused by or made worse by smoke.Prevent breathing problems by keeping baby away from smoke.This includes tobacco smoke,cooking fires,burning rubbish&burning for land clearing.Baby's lungs&heart are developing&smoke damages them.If baby has catarrah,baby can stop breathing.If baby's chest or belly is sucking in as he breaths take him to clinic straight away before it is too late. ","316","2"
"890","0","2011-04-25T00:00:00.0","TEXT","Smoke causes serious breathing problems for baby.Pneumonia&asthma can be caused by or made worse by smoke.Prevent breathing problems by keeping baby away from smoke.This includes tobacco smoke,cooking fires,burning rubbish&burning for land clearing.Baby's lungs&heart are developing&smoke damages them.If baby has catarrah,baby can stop breathing.If baby's chest or belly is sucking in as he breaths take him to clinic straight away before it is too late. ","316","3"
"891","0","2011-04-25T00:00:00.0","TEXT","Baby is growing fast&getting stronger.When on her belly,she can stretch arms&legs&bend her back.She may sit up without help.Lifting head&chest up to see toys or your face helps make neck muscles strong&develops head control.Hold her under the arms while letting her balance feet on your lap&bounce up&down.She can put hands in her mouth.Be careful what she holds.Clapping hands for her or giving her something safe&clean to hold can be fun&help her learn&grow. ","317","1"
"892","0","2011-04-25T00:00:00.0","TEXT","Baby is growing fast&getting stronger.When on her belly,she can stretch arms&legs&bend her back.She may sit up without help.Lifting head&chest up to see toys or your face helps make neck muscles strong&develops head control.Hold her under the arms while letting her balance feet on your lap&bounce up&down.She can put hands in her mouth.Be careful what she holds.Clapping hands for her or giving her something safe&clean to hold can be fun&help her learn&grow. ","317","2"
"893","0","2011-04-25T00:00:00.0","TEXT","Baby is growing fast&getting stronger.When on her belly,she can stretch arms&legs&bend her back.She may sit up without help.Lifting head&chest up to see toys or your face helps make neck muscles strong&develops head control.Hold her under the arms while letting her balance feet on your lap&bounce up&down.She can put hands in her mouth.Be careful what she holds.Clapping hands for her or giving her something safe&clean to hold can be fun&help her learn&grow. ","317","3"
"894","0","2011-04-25T00:00:00.0","TEXT","Baby is growing fast&getting stronger.When on her belly,she can stretch arms&legs&bend her back.She may sit up without help.Lifting head&chest up to see toys or your face helps make neck muscles strong&develops head control.Hold her under the arms while letting her balance feet on your lap&bounce up&down.She can put hands in her mouth.Be careful what she holds.Clapping hands for her or giving her something safe&clean to hold can be fun&help her learn&grow. ","318","1"
"895","0","2011-04-25T00:00:00.0","TEXT","Baby is growing fast&getting stronger.When on her belly,she can stretch arms&legs&bend her back.She may sit up without help.Lifting head&chest up to see toys or your face helps make neck muscles strong&develops head control.Hold her under the arms while letting her balance feet on your lap&bounce up&down.She can put hands in her mouth.Be careful what she holds.Clapping hands for her or giving her something safe&clean to hold can be fun&help her learn&grow. ","318","2"
"896","0","2011-04-25T00:00:00.0","TEXT","Baby is growing fast&getting stronger.When on her belly,she can stretch arms&legs&bend her back.She may sit up without help.Lifting head&chest up to see toys or your face helps make neck muscles strong&develops head control.Hold her under the arms while letting her balance feet on your lap&bounce up&down.She can put hands in her mouth.Be careful what she holds.Clapping hands for her or giving her something safe&clean to hold can be fun&help her learn&grow. ","318","3"
"897","0","2011-04-25T00:00:00.0","TEXT","Baby is growing fast&getting stronger.When on her belly,she can stretch arms&legs&bend her back.She may sit up without help.Lifting head&chest up to see toys or your face helps make neck muscles strong&develops head control.Hold her under the arms while letting her balance feet on your lap&bounce up&down.She can put hands in her mouth.Be careful what she holds.Clapping hands for her or giving her something safe&clean to hold can be fun&help her learn&grow. ","319","1"
"898","0","2011-04-25T00:00:00.0","TEXT","Baby is growing fast&getting stronger.When on her belly,she can stretch arms&legs&bend her back.She may sit up without help.Lifting head&chest up to see toys or your face helps make neck muscles strong&develops head control.Hold her under the arms while letting her balance feet on your lap&bounce up&down.She can put hands in her mouth.Be careful what she holds.Clapping hands for her or giving her something safe&clean to hold can be fun&help her learn&grow. ","319","2"
"899","0","2011-04-25T00:00:00.0","TEXT","Baby is growing fast&getting stronger.When on her belly,she can stretch arms&legs&bend her back.She may sit up without help.Lifting head&chest up to see toys or your face helps make neck muscles strong&develops head control.Hold her under the arms while letting her balance feet on your lap&bounce up&down.She can put hands in her mouth.Be careful what she holds.Clapping hands for her or giving her something safe&clean to hold can be fun&help her learn&grow. ","319","3"
"900","0","2011-04-25T00:00:00.0","TEXT","Baby may show signs he wants to eat real food but his belly is not ready to manage.Baby is eating enough,if making 6-8 wet nappies in a day&if baby takes to breast quick,eats well without crying,slipping off or falling asleep.If baby is gaining weight,healthy&seems happy after eating baby is probably doing well.Even if baby looks interested in food U are eating,breastmilk is all he needs until 6 months old.Giving anything else can make him very sick.","320","1"
"901","0","2011-04-25T00:00:00.0","TEXT","Baby may show signs he wants to eat real food but his belly is not ready to manage.Baby is eating enough,if making 6-8 wet nappies in a day&if baby takes to breast quick,eats well without crying,slipping off or falling asleep.If baby is gaining weight,healthy&seems happy after eating baby is probably doing well.Even if baby looks interested in food U are eating,breastmilk is all he needs until 6 months old.Giving anything else can make him very sick.","320","2"
"902","0","2011-04-25T00:00:00.0","TEXT","Baby may show signs he wants to eat real food but his belly is not ready to manage.Baby is eating enough,if making 6-8 wet nappies in a day&if baby takes to breast quick,eats well without crying,slipping off or falling asleep.If baby is gaining weight,healthy&seems happy after eating baby is probably doing well.Even if baby looks interested in food U are eating,breastmilk is all he needs until 6 months old.Giving anything else can make him very sick.","320","3"
